protein	gene	uniprot	version	panel	sumstat_dir	chr	tss	gene_start	gene_end	strand	gene_id	annotation_matches	annotation_status	resource_source
OID30198	NUDT10	Q8NFP7	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/NUDT10_Q8NFP7_OID30198_v1_Cardiometabolic_II	23	51332231	51332231	51337525	1	ENSG00000122824	1	unique_match	UKBB_EUR
OID30199	MYBPC2	Q14324	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/MYBPC2_Q14324_OID30199_v1_Cardiometabolic_II	19	50432903	50432903	50466321	1	ENSG00000086967	1	unique_match	UKBB_EUR
OID30200	CBS	P35520	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/CBS_P35520_OID30200_v1_Cardiometabolic_II	21	43076943	43053191	43076943	-1	ENSG00000160200	2	multi_match_first	UKBB_EUR
OID30201	OPLAH	O14841	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/OPLAH_O14841_OID30201_v1_Cardiometabolic_II	8	144063965	144051266	144063965	-1	ENSG00000178814	1	unique_match	UKBB_EUR
OID30202	PYDC1	Q8WXC3	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/PYDC1_Q8WXC3_OID30202_v1_Cardiometabolic_II	16	31217359	31215962	31217359	-1	ENSG00000169900	1	unique_match	UKBB_EUR
OID30203	ANP32C	O43423	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/ANP32C_O43423_OID30203_v1_Cardiometabolic_II	4	164197711	164197007	164197711	-1	ENSG00000248546	1	unique_match	UKBB_EUR
OID30204	AIF1L	Q9BQI0	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/AIF1L_Q9BQI0_OID30204_v1_Cardiometabolic_II	9	131096476	131096476	131123152	1	ENSG00000126878	1	unique_match	UKBB_EUR
OID30205	SNED1	Q8TER0	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/SNED1_Q8TER0_OID30205_v1_Cardiometabolic_II	2	240998838	240998838	241095568	1	ENSG00000162804	1	unique_match	UKBB_EUR
OID30206	PAGR1	Q9BTK6	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/PAGR1_Q9BTK6_OID30206_v1_Cardiometabolic_II	16	29815952	29815952	29820117	1	ENSG00000280789	1	unique_match	UKBB_EUR
OID30207	SIL1	Q9H173	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/SIL1_Q9H173_OID30207_v1_Cardiometabolic_II	5	139293557	138946720	139293557	-1	ENSG00000120725	1	unique_match	UKBB_EUR
OID30208	M6PR	P20645	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/M6PR_P20645_OID30208_v1_Cardiometabolic_II	12	8949955	8940363	8949955	-1	ENSG00000003056	1	unique_match	UKBB_EUR
OID30209	ENO3	P13929	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/ENO3_P13929_OID30209_v1_Cardiometabolic_II	17	4948092	4948092	4957131	1	ENSG00000108515	1	unique_match	UKBB_EUR
OID30210	IGSF21	Q96ID5	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/IGSF21_Q96ID5_OID30210_v1_Cardiometabolic_II	1	18107746	18107746	18378483	1	ENSG00000117154	1	unique_match	UKBB_EUR
OID30211	HRC	P23327	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/HRC_P23327_OID30211_v1_Cardiometabolic_II	19	49155424	49151198	49155424	-1	ENSG00000130528	1	unique_match	UKBB_EUR
OID30212	LMOD1	P29536	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/LMOD1_P29536_OID30212_v1_Cardiometabolic_II	1	201946588	201896452	201946588	-1	ENSG00000163431	1	unique_match	UKBB_EUR
OID30213	DMP1	Q13316	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/DMP1_Q13316_OID30213_v1_Cardiometabolic_II	4	87650307	87650307	87664361	1	ENSG00000152592	1	unique_match	UKBB_EUR
OID30214	HMGCL	P35914	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/HMGCL_P35914_OID30214_v1_Cardiometabolic_II	1	23838620	23801885	23838620	-1	ENSG00000117305	1	unique_match	UKBB_EUR
OID30215	SNX5	Q9Y5X3	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/SNX5_Q9Y5X3_OID30215_v1_Cardiometabolic_II	20	17968980	17941597	17968980	-1	ENSG00000089006	1	unique_match	UKBB_EUR
OID30216	ITPR1	Q14643	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/ITPR1_Q14643_OID30216_v1_Cardiometabolic_II	3	4493348	4493348	4847840	1	ENSG00000150995	1	unique_match	UKBB_EUR
OID30217	COQ7	Q99807	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/COQ7_Q99807_OID30217_v1_Cardiometabolic_II	16	19067599	19067599	19080095	1	ENSG00000167186	1	unique_match	UKBB_EUR
OID30218	RNF5	Q99942	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/RNF5_Q99942_OID30218_v1_Cardiometabolic_II	6	32178354	32178354	32180793	1	ENSG00000204308	1	unique_match	UKBB_EUR
OID30219	LONP1	P36776	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/LONP1_P36776_OID30219_v1_Cardiometabolic_II	19	5720572	5691834	5720572	-1	ENSG00000196365	1	unique_match	UKBB_EUR
OID30220	BECN1	Q14457	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/BECN1_Q14457_OID30220_v1_Cardiometabolic_II	17	42833350	42810134	42833350	-1	ENSG00000126581	1	unique_match	UKBB_EUR
OID30221	CCER2	I3L3R5	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/CCER2_I3L3R5_OID30221_v1_Cardiometabolic_II	19	38912158	38908980	38912158	-1	ENSG00000262484	1	unique_match	UKBB_EUR
OID30222	COMMD1	Q8N668	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/COMMD1_Q8N668_OID30222_v1_Cardiometabolic_II	2	61888724	61888724	62147247	1	ENSG00000173163	1	unique_match	UKBB_EUR
OID30223	DMD	P11532	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/DMD_P11532_OID30223_v1_Cardiometabolic_II	23	33339441	31097677	33339441	-1	ENSG00000198947	2	multi_match_first	UKBB_EUR
OID30224	EDN1	P05305	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/EDN1_P05305_OID30224_v1_Cardiometabolic_II	6	12290363	12290363	12297194	1	ENSG00000078401	1	unique_match	UKBB_EUR
OID30225	SCRIB	Q14160	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/SCRIB_Q14160_OID30225_v1_Cardiometabolic_II	8	143815379	143790920	143815379	-1	ENSG00000180900	1	unique_match	UKBB_EUR
OID30226	ROBO4	Q8WZ75	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/ROBO4_Q8WZ75_OID30226_v1_Cardiometabolic_II	11	124898500	124883691	124898500	-1	ENSG00000154133	1	unique_match	UKBB_EUR
OID30227	OXCT1	P55809	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/OXCT1_P55809_OID30227_v1_Cardiometabolic_II	5	41870519	41730065	41870519	-1	ENSG00000083720	1	unique_match	UKBB_EUR
OID30228	PECR	Q9BY49	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/PECR_Q9BY49_OID30228_v1_Cardiometabolic_II	2	216082955	215996329	216082955	-1	ENSG00000115425	1	unique_match	UKBB_EUR
OID30229	EHD3	Q9NZN3	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/EHD3_Q9NZN3_OID30229_v1_Cardiometabolic_II	2	31234337	31234337	31269447	1	ENSG00000013016	1	unique_match	UKBB_EUR
OID30230	IDO1	P14902	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/IDO1_P14902_OID30230_v1_Cardiometabolic_II	8	39902275	39902275	39928444	1	ENSG00000131203	1	unique_match	UKBB_EUR
OID30231	ENTR1	Q96C92	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/ENTR1_Q96C92_OID30231_v1_Cardiometabolic_II							0	missing	UKBB_EUR
OID30232	HSBP1	O75506	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/HSBP1_O75506_OID30232_v1_Cardiometabolic_II	16	83807843	83807843	83819737	1	ENSG00000230989	1	unique_match	UKBB_EUR
OID30233	FSHB	P01225	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/FSHB_P01225_OID30233_v1_Cardiometabolic_II	11	30231016	30231016	30235261	1	ENSG00000131808	1	unique_match	UKBB_EUR
OID30234	RECK	O95980	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/RECK_O95980_OID30234_v1_Cardiometabolic_II	9	36036433	36036433	36124451	1	ENSG00000122707	1	unique_match	UKBB_EUR
OID30235	RNF149	Q8NC42	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/RNF149_Q8NC42_OID30235_v1_Cardiometabolic_II	2	101308701	101271219	101308701	-1	ENSG00000163162	1	unique_match	UKBB_EUR
OID30236	AAMDC	Q9H7C9	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/AAMDC_Q9H7C9_OID30236_v1_Cardiometabolic_II	11	77821109	77821109	77918432	1	ENSG00000087884	1	unique_match	UKBB_EUR
OID30237	GADD45GIP1	Q8TAE8	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/GADD45GIP1_Q8TAE8_OID30237_v1_Cardiometabolic_II	19	12957236	12953119	12957236	-1	ENSG00000179271	1	unique_match	UKBB_EUR
OID30238	RNASE10	Q5GAN6	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/RNASE10_Q5GAN6_OID30238_v1_Cardiometabolic_II	14	20505537	20505537	20511169	1	ENSG00000182545	1	unique_match	UKBB_EUR
OID30239	ECHS1	P30084	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/ECHS1_P30084_OID30239_v1_Cardiometabolic_II	10	133373689	133362480	133373689	-1	ENSG00000127884	1	unique_match	UKBB_EUR
OID30240	CEP170	Q5SW79	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/CEP170_Q5SW79_OID30240_v1_Cardiometabolic_II	1	243255348	243124428	243255348	-1	ENSG00000143702	1	unique_match	UKBB_EUR
OID30241	KHK	P50053	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/KHK_P50053_OID30241_v1_Cardiometabolic_II	2	27086747	27086747	27100772	1	ENSG00000138030	1	unique_match	UKBB_EUR
OID30242	ATP6V1G1	O75348	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/ATP6V1G1_O75348_OID30242_v1_Cardiometabolic_II	9	114587746	114587746	114598373	1	ENSG00000136888	1	unique_match	UKBB_EUR
OID30243	HS1BP3	Q53T59	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/HS1BP3_Q53T59_OID30243_v1_Cardiometabolic_II	2	20651089	20560448	20651089	-1	ENSG00000118960	1	unique_match	UKBB_EUR
OID30244	AHNAK2	Q8IVF2	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/AHNAK2_Q8IVF2_OID30244_v1_Cardiometabolic_II	14	104978357	104937244	104978357	-1	ENSG00000185567	1	unique_match	UKBB_EUR
OID30245	MYL4	P12829	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/MYL4_P12829_OID30245_v1_Cardiometabolic_II	17	47200446	47200446	47223679	1	ENSG00000198336	1	unique_match	UKBB_EUR
OID30246	APOBR	Q0VD83	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/APOBR_Q0VD83_OID30246_v1_Cardiometabolic_II	16	28494649	28494649	28498970	1	ENSG00000184730	1	unique_match	UKBB_EUR
OID30247	DNAJC6	O75061	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/DNAJC6_O75061_OID30247_v1_Cardiometabolic_II	1	65248219	65248219	65415869	1	ENSG00000116675	1	unique_match	UKBB_EUR
OID30248	FAM172A	Q8WUF8	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/FAM172A_Q8WUF8_OID30248_v1_Cardiometabolic_II	5	94111699	93618069	94111699	-1	ENSG00000113391	1	unique_match	UKBB_EUR
OID30249	CALCOCO2	Q13137	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/CALCOCO2_Q13137_OID30249_v1_Cardiometabolic_II	17	48830988	48830988	48866522	1	ENSG00000136436	1	unique_match	UKBB_EUR
OID30250	EPPK1	P58107	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/EPPK1_P58107_OID30250_v1_Cardiometabolic_II	8	143878464	143857319	143878464	-1	LRG_880	2	multi_match_first	UKBB_EUR
OID30251	MYL3	P08590	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/MYL3_P08590_OID30251_v1_Cardiometabolic_II	3	46863483	46857867	46863483	-1	LRG_395	2	multi_match_first	UKBB_EUR
OID30252	NIT1	Q86X76	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/NIT1_Q86X76_OID30252_v1_Cardiometabolic_II	1	161118086	161118086	161125445	1	ENSG00000158793	1	unique_match	UKBB_EUR
OID30253	GATD3	P0DPI2	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/GATD3_P0DPI2_OID30253_v1_Cardiometabolic_II							0	missing	UKBB_EUR
OID30254	FSTL1	Q12841	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/FSTL1_Q12841_OID30254_v1_Cardiometabolic_II	3	120451253	120392293	120451253	-1	ENSG00000163430	1	unique_match	UKBB_EUR
OID30255	DLL4	Q9NR61	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/DLL4_Q9NR61_OID30255_v1_Cardiometabolic_II	15	40929340	40929340	40939072	1	ENSG00000128917	1	unique_match	UKBB_EUR
OID30256	HSDL2	Q6YN16	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/HSDL2_Q6YN16_OID30256_v1_Cardiometabolic_II	9	112379937	112379937	112472410	1	ENSG00000119471	1	unique_match	UKBB_EUR
OID30257	RBPMS2	Q6ZRY4	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/RBPMS2_Q6ZRY4_OID30257_v1_Cardiometabolic_II	15	64775587	64739892	64775587	-1	ENSG00000166831	1	unique_match	UKBB_EUR
OID30258	RANBP1	P43487	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/RANBP1_P43487_OID30258_v1_Cardiometabolic_II	22	20115938	20115938	20127357	1	ENSG00000099901	1	unique_match	UKBB_EUR
OID30259	INPP5D	Q92835	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/INPP5D_Q92835_OID30259_v1_Cardiometabolic_II	2	233059967	233059967	233207903	1	ENSG00000168918	1	unique_match	UKBB_EUR
OID30260	AHNAK	Q09666	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/AHNAK_Q09666_OID30260_v1_Cardiometabolic_II	11	62556235	62433542	62556235	-1	ENSG00000124942	1	unique_match	UKBB_EUR
OID30261	SIGLEC8	Q9NYZ4	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/SIGLEC8_Q9NYZ4_OID30261_v1_Cardiometabolic_II	19	51458456	51450847	51458456	-1	ENSG00000105366	1	unique_match	UKBB_EUR
OID30262	MAN1A2	O60476	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/MAN1A2_O60476_OID30262_v1_Cardiometabolic_II	1	117367449	117367449	117528872	1	ENSG00000198162	1	unique_match	UKBB_EUR
OID30263	ANXA2	P07355	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/ANXA2_P07355_OID30263_v1_Cardiometabolic_II	15	60402883	60347134	60402883	-1	ENSG00000182718	1	unique_match	UKBB_EUR
OID30264	GRP	P07492	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/GRP_P07492_OID30264_v1_Cardiometabolic_II	18	59220168	59220168	59230774	1	ENSG00000134443	1	unique_match	UKBB_EUR
OID30265	ZP3	P21754	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/ZP3_P21754_OID30265_v1_Cardiometabolic_II	7	76397518	76397518	76442071	1	ENSG00000188372	1	unique_match	UKBB_EUR
OID30266	LIPF	P07098	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/LIPF_P07098_OID30266_v1_Cardiometabolic_II	10	88664441	88664441	88678814	1	ENSG00000182333	1	unique_match	UKBB_EUR
OID30268	NFE2	Q16621	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/NFE2_Q16621_OID30268_v1_Cardiometabolic_II	12	54301121	54292111	54301121	-1	ENSG00000123405	1	unique_match	UKBB_EUR
OID30269	SEC31A	O94979	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/SEC31A_O94979_OID30269_v1_Cardiometabolic_II	4	82901166	82818661	82901166	-1	ENSG00000138674	1	unique_match	UKBB_EUR
OID30270	EIF2S2	P20042	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/EIF2S2_P20042_OID30270_v1_Cardiometabolic_II	20	34112332	34088298	34112332	-1	ENSG00000125977	1	unique_match	UKBB_EUR
OID30271	NAGK	Q9UJ70	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/NAGK_Q9UJ70_OID30271_v1_Cardiometabolic_II	2	71064344	71064344	71079805	1	ENSG00000124357	1	unique_match	UKBB_EUR
OID30272	CRYZL1	O95825	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/CRYZL1_O95825_OID30272_v1_Cardiometabolic_II	21	33643926	33589341	33643926	-1	ENSG00000205758	1	unique_match	UKBB_EUR
OID30273	ENPP6	Q6UWR7	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/ENPP6_Q6UWR7_OID30273_v1_Cardiometabolic_II	4	184221230	184088706	184221230	-1	ENSG00000164303	1	unique_match	UKBB_EUR
OID30274	MECR	Q9BV79	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/MECR_Q9BV79_OID30274_v1_Cardiometabolic_II	1	29230942	29192873	29230942	-1	ENSG00000116353	1	unique_match	UKBB_EUR
OID30275	ADAMTSL4	Q6UY14	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/ADAMTSL4_Q6UY14_OID30275_v1_Cardiometabolic_II	1	150549369	150549369	150560937	1	ENSG00000143382	1	unique_match	UKBB_EUR
OID30276	PRRT3	Q5FWE3	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/PRRT3_Q5FWE3_OID30276_v1_Cardiometabolic_II	3	9952394	9945542	9952394	-1	ENSG00000163704	1	unique_match	UKBB_EUR
OID30277	SCN4B	Q8IWT1	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/SCN4B_Q8IWT1_OID30277_v1_Cardiometabolic_II	11	118152888	118133377	118152888	-1	ENSG00000177098	2	multi_match_first	UKBB_EUR
OID30278	SCPEP1	Q9HB40	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/SCPEP1_Q9HB40_OID30278_v1_Cardiometabolic_II	17	56978105	56978105	57006768	1	ENSG00000121064	1	unique_match	UKBB_EUR
OID30279	BPIFA2	Q96DR5	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/BPIFA2_Q96DR5_OID30279_v1_Cardiometabolic_II	20	33161768	33161768	33181412	1	ENSG00000131050	1	unique_match	UKBB_EUR
OID30280	LAMB1	P07942	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/LAMB1_P07942_OID30280_v1_Cardiometabolic_II	7	108003255	107923799	108003255	-1	ENSG00000091136	1	unique_match	UKBB_EUR
OID30281	B3GNT7	Q8NFL0	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/B3GNT7_Q8NFL0_OID30281_v1_Cardiometabolic_II	2	231395543	231395543	231401164	1	ENSG00000156966	1	unique_match	UKBB_EUR
OID30282	POMC	P01189	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/POMC_P01189_OID30282_v1_Cardiometabolic_II	2	25168903	25160853	25168903	-1	ENSG00000115138	1	unique_match	UKBB_EUR
OID30283	ASRGL1	Q7L266	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/ASRGL1_Q7L266_OID30283_v1_Cardiometabolic_II	11	62337448	62337448	62393412	1	ENSG00000162174	1	unique_match	UKBB_EUR
OID30284	RPL14	P50914	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/RPL14_P50914_OID30284_v1_Cardiometabolic_II	3	40457292	40457292	40468587	1	ENSG00000188846	1	unique_match	UKBB_EUR
OID30285	CNP	P09543	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/CNP_P09543_OID30285_v1_Cardiometabolic_II	17	41966741	41966741	41977731	1	ENSG00000173786	1	unique_match	UKBB_EUR
OID30286	COL2A1	P02458	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/COL2A1_P02458_OID30286_v1_Cardiometabolic_II	12	48004486	47972965	48004486	-1	ENSG00000139219	1	unique_match	UKBB_EUR
OID30287	TMEM132A	Q24JP5	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/TMEM132A_Q24JP5_OID30287_v1_Cardiometabolic_II	11	60924463	60924463	60937159	1	ENSG00000006118	1	unique_match	UKBB_EUR
OID30288	GIP	P09681	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/GIP_P09681_OID30288_v1_Cardiometabolic_II	17	48968596	48958554	48968596	-1	ENSG00000159224	1	unique_match	UKBB_EUR
OID30289	GRHPR	Q9UBQ7	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/GRHPR_Q9UBQ7_OID30289_v1_Cardiometabolic_II	9	37422666	37422666	37436990	1	ENSG00000137106	1	unique_match	UKBB_EUR
OID30290	GGACT	Q9BVM4	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/GGACT_Q9BVM4_OID30290_v1_Cardiometabolic_II	13	100589528	100530164	100589528	-1	ENSG00000134864	1	unique_match	UKBB_EUR
OID30291	CD80	P33681	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/CD80_P33681_OID30291_v1_Cardiometabolic_II	3	119559602	119524293	119559602	-1	ENSG00000121594	1	unique_match	UKBB_EUR
OID30292	BNIP2	Q12982	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/BNIP2_Q12982_OID30292_v1_Cardiometabolic_II	15	59689534	59659146	59689534	-1	ENSG00000140299	1	unique_match	UKBB_EUR
OID30293	ECHDC3	Q96DC8	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/ECHDC3_Q96DC8_OID30293_v1_Cardiometabolic_II	10	11742366	11742366	11764070	1	ENSG00000134463	1	unique_match	UKBB_EUR
OID30294	NT5C	Q8TCD5	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/NT5C_Q8TCD5_OID30294_v1_Cardiometabolic_II	17	75131795	75130225	75131795	-1	ENSG00000125458	1	unique_match	UKBB_EUR
OID30295	GALNT5	Q7Z7M9	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/GALNT5_Q7Z7M9_OID30295_v1_Cardiometabolic_II	2	157257598	157257598	157314211	1	ENSG00000136542	1	unique_match	UKBB_EUR
OID30296	MYBPC1	Q00872	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/MYBPC1_Q00872_OID30296_v1_Cardiometabolic_II	12	101568353	101568353	101686018	1	ENSG00000196091	1	unique_match	UKBB_EUR
OID30297	PTGR1	Q14914	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/PTGR1_Q14914_OID30297_v1_Cardiometabolic_II	9	111599855	111562577	111599855	-1	ENSG00000106853	1	unique_match	UKBB_EUR
OID30298	SPESP1	Q6UW49	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/SPESP1_Q6UW49_OID30298_v1_Cardiometabolic_II	15	68818221	68818221	68946811	1	ENSG00000258484	1	unique_match	UKBB_EUR
OID30299	MMP15	P51511	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/MMP15_P51511_OID30299_v1_Cardiometabolic_II	16	58025566	58025566	58046901	1	ENSG00000102996	1	unique_match	UKBB_EUR
OID30300	NGFR	P08138	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/NGFR_P08138_OID30300_v1_Cardiometabolic_II	17	49495293	49495293	49515017	1	ENSG00000064300	1	unique_match	UKBB_EUR
OID30301	ELN	P15502	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/ELN_P15502_OID30301_v1_Cardiometabolic_II	7	74027789	74027789	74069907	1	ENSG00000049540	1	unique_match	UKBB_EUR
OID30302	EHBP1	Q8NDI1	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/EHBP1_Q8NDI1_OID30302_v1_Cardiometabolic_II	2	62673851	62673851	63046487	1	ENSG00000115504	1	unique_match	UKBB_EUR
OID30303	GET3	O43681	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/GET3_O43681_OID30303_v1_Cardiometabolic_II							0	missing	UKBB_EUR
OID30304	GGCT	O75223	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/GGCT_O75223_OID30304_v1_Cardiometabolic_II	7	30504844	30496621	30504844	-1	ENSG00000006625	1	unique_match	UKBB_EUR
OID30305	COCH	O43405	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/COCH_O43405_OID30305_v1_Cardiometabolic_II	14	30874514	30874514	30895065	1	ENSG00000100473	1	unique_match	UKBB_EUR
OID30306	MAN2B2	Q9Y2E5	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/MAN2B2_Q9Y2E5_OID30306_v1_Cardiometabolic_II	4	6575175	6575175	6623362	1	ENSG00000013288	1	unique_match	UKBB_EUR
OID30307	HBZ	P02008	v1	Cardiometabolic_II	/data/Dutta_lab/decode/ukb_ppp/EUR/HBZ_P02008_OID30307_v1_Cardiometabolic_II	16	152687	152687	154503	1	ENSG00000130656	1	unique_match	UKBB_EUR
