protein	gene	uniprot	sumstat_file	chr	tss	resource_source
SeqId_4413_3	SLPI	P03973	/data/Dutta_lab/aric/EA/SeqId_4413_3.PHENO1.glm.linear	20	45254564	ARIC
SeqId_4420_7	ADAM12	O43184	/data/Dutta_lab/aric/EA/SeqId_4420_7.PHENO1.glm.linear	10	126067006	ARIC
SeqId_4423_77	BCL2L1	Q07817	/data/Dutta_lab/aric/EA/SeqId_4423_77.PHENO1.glm.linear	20	31722548	ARIC
SeqId_4429_51	CHST6	Q9GZX3	/data/Dutta_lab/aric/EA/SeqId_4429_51.PHENO1.glm.linear	16	75495308	ARIC
SeqId_4430_44	COLEC11	Q9BWP8	/data/Dutta_lab/aric/EA/SeqId_4430_44.PHENO1.glm.linear	2	3594832	ARIC
SeqId_4435_66	ENPP7	Q6UWV6	/data/Dutta_lab/aric/EA/SeqId_4435_66.PHENO1.glm.linear	17	79730943	ARIC
SeqId_4436_1	ENTPD3	O75355	/data/Dutta_lab/aric/EA/SeqId_4436_1.PHENO1.glm.linear	3	40387184	ARIC
SeqId_4437_56	ENTPD5	O75356	/data/Dutta_lab/aric/EA/SeqId_4437_56.PHENO1.glm.linear	14	73972934	ARIC
SeqId_4440_15	FCRL3	Q96P31	/data/Dutta_lab/aric/EA/SeqId_4440_15.PHENO1.glm.linear	1	157676732	ARIC
SeqId_4453_83	LRRTM3	Q86VH5	/data/Dutta_lab/aric/EA/SeqId_4453_83.PHENO1.glm.linear	10	66926036	ARIC
SeqId_4455_89	MFGE8	Q08431	/data/Dutta_lab/aric/EA/SeqId_4455_89.PHENO1.glm.linear	15	88901960	ARIC
SeqId_4459_68	PCSK7	Q16549	/data/Dutta_lab/aric/EA/SeqId_4459_68.PHENO1.glm.linear	11	117208136	ARIC
SeqId_4460_8	PDPK1	O15530	/data/Dutta_lab/aric/EA/SeqId_4460_8.PHENO1.glm.linear	16	2537979	ARIC
SeqId_4467_49	SPARCL1	Q14515	/data/Dutta_lab/aric/EA/SeqId_4467_49.PHENO1.glm.linear	4	87528619	ARIC
SeqId_4468_21	SPHK2	Q9NRA0	/data/Dutta_lab/aric/EA/SeqId_4468_21.PHENO1.glm.linear	19	48619291	ARIC
SeqId_4469_78	CHST15	Q7LFX5	/data/Dutta_lab/aric/EA/SeqId_4469_78.PHENO1.glm.linear	10	124038619	ARIC
SeqId_4479_14	SERPING1	P05155	/data/Dutta_lab/aric/EA/SeqId_4479_14.PHENO1.glm.linear	11	57597387	ARIC
SeqId_4480_59	C3	P01024	/data/Dutta_lab/aric/EA/SeqId_4480_59.PHENO1.glm.linear	19	6678330	ARIC
SeqId_4487_1	FGF7	P21781	/data/Dutta_lab/aric/EA/SeqId_4487_1.PHENO1.glm.linear	15	49423178	ARIC
SeqId_4493_92	IL11	P20809	/data/Dutta_lab/aric/EA/SeqId_4493_92.PHENO1.glm.linear	19	55369241	ARIC
SeqId_4496_60	MMP12	P39900	/data/Dutta_lab/aric/EA/SeqId_4496_60.PHENO1.glm.linear	11	102874982	ARIC
SeqId_4498_62	NCAM1	P13591	/data/Dutta_lab/aric/EA/SeqId_4498_62.PHENO1.glm.linear	11	112961247	ARIC
SeqId_4499_21	PDGFA	P04085	/data/Dutta_lab/aric/EA/SeqId_4499_21.PHENO1.glm.linear	7	513467	ARIC
SeqId_4500_50	CLEC11A	Q9Y240	/data/Dutta_lab/aric/EA/SeqId_4500_50.PHENO1.glm.linear	19	50723364	ARIC
SeqId_4533_76	ADAMTS15	Q8TE58	/data/Dutta_lab/aric/EA/SeqId_4533_76.PHENO1.glm.linear	11	130448974	ARIC
SeqId_4534_10	PRSS22	Q9GZN4	/data/Dutta_lab/aric/EA/SeqId_4534_10.PHENO1.glm.linear	16	2855933	ARIC
SeqId_4535_50	BST1	Q10588	/data/Dutta_lab/aric/EA/SeqId_4535_50.PHENO1.glm.linear	4	15703065	ARIC
SeqId_4540_11	CBX5	P45973	/data/Dutta_lab/aric/EA/SeqId_4540_11.PHENO1.glm.linear	12	54252525	ARIC
SeqId_4541_49	CDON	Q4KMG0	/data/Dutta_lab/aric/EA/SeqId_4541_49.PHENO1.glm.linear	11	126004445	ARIC
SeqId_4542_24	CLU	P10909	/data/Dutta_lab/aric/EA/SeqId_4542_24.PHENO1.glm.linear	8	27600015	ARIC
SeqId_4543_65	COL23A1	Q86Y22	/data/Dutta_lab/aric/EA/SeqId_4543_65.PHENO1.glm.linear	5	178265834	ARIC
SeqId_4544_4	PPBP	P02775	/data/Dutta_lab/aric/EA/SeqId_4544_4.PHENO1.glm.linear	4	73988190	ARIC
SeqId_4545_53	DNAJC19	Q96DA6	/data/Dutta_lab/aric/EA/SeqId_4545_53.PHENO1.glm.linear	3	180989518	ARIC
SeqId_4546_27	ADGRE2	Q9UHX3	/data/Dutta_lab/aric/EA/SeqId_4546_27.PHENO1.glm.linear	19	14772374	ARIC
SeqId_4547_59	FLRT1	Q9NZU1	/data/Dutta_lab/aric/EA/SeqId_4547_59.PHENO1.glm.linear	11	64035970	ARIC
SeqId_4548_4	FUT3	P21217	/data/Dutta_lab/aric/EA/SeqId_4548_4.PHENO1.glm.linear	19	5847034	ARIC
SeqId_4549_78	FUT5	Q11128	/data/Dutta_lab/aric/EA/SeqId_4549_78.PHENO1.glm.linear	19	5867741	ARIC
SeqId_4551_72	ADGRG5	Q8IZF4	/data/Dutta_lab/aric/EA/SeqId_4551_72.PHENO1.glm.linear	16	57542643	ARIC
SeqId_4553_65	HDGFRP2	Q7Z4V5	/data/Dutta_lab/aric/EA/SeqId_4553_65.PHENO1.glm.linear	19	4472297	ARIC
SeqId_4556_10	IL34	Q6ZMJ4	/data/Dutta_lab/aric/EA/SeqId_4556_10.PHENO1.glm.linear	16	70579895	ARIC
SeqId_4557_61	KIRREL3	Q8IZU9	/data/Dutta_lab/aric/EA/SeqId_4557_61.PHENO1.glm.linear	11	126440818	ARIC
SeqId_4559_64	KYNU	Q16719	/data/Dutta_lab/aric/EA/SeqId_4559_64.PHENO1.glm.linear	2	142877657	ARIC
SeqId_4560_34	LCK	P06239	/data/Dutta_lab/aric/EA/SeqId_4560_34.PHENO1.glm.linear	1	32251239	ARIC
SeqId_4562_1	NXPH1	P58417	/data/Dutta_lab/aric/EA/SeqId_4562_1.PHENO1.glm.linear	7	8433609	ARIC
SeqId_4563_61	PLCG1	P19174	/data/Dutta_lab/aric/EA/SeqId_4563_61.PHENO1.glm.linear	20	41136960	ARIC
SeqId_4564_2	PLXNC1	O60486	/data/Dutta_lab/aric/EA/SeqId_4564_2.PHENO1.glm.linear	12	94148577	ARIC
SeqId_4566_24	RSPO2	Q6UXX9	/data/Dutta_lab/aric/EA/SeqId_4566_24.PHENO1.glm.linear	8	107989555	ARIC
SeqId_4568_17	SLITRK5	O94991	/data/Dutta_lab/aric/EA/SeqId_4568_17.PHENO1.glm.linear	13	87672615	ARIC
SeqId_4569_52	SORCS2	Q96PQ0	/data/Dutta_lab/aric/EA/SeqId_4569_52.PHENO1.glm.linear	4	7192538	ARIC
SeqId_4588_1	PPY	P01298	/data/Dutta_lab/aric/EA/SeqId_4588_1.PHENO1.glm.linear	17	43941299	ARIC
SeqId_4673_13	IL6	P05231	/data/Dutta_lab/aric/EA/SeqId_4673_13.PHENO1.glm.linear	7	22725884	ARIC
SeqId_4693_72	HIBADH	P31937	/data/Dutta_lab/aric/EA/SeqId_4693_72.PHENO1.glm.linear	7	27647756	ARIC
SeqId_4697_59	CSF2	P04141	/data/Dutta_lab/aric/EA/SeqId_4697_59.PHENO1.glm.linear	5	132073789	ARIC
SeqId_4703_87	LTA	P01374	/data/Dutta_lab/aric/EA/SeqId_4703_87.PHENO1.glm.linear	6	31572054	ARIC
SeqId_4706_17	EPB41	P11171	/data/Dutta_lab/aric/EA/SeqId_4706_17.PHENO1.glm.linear	1	28887091	ARIC
SeqId_4707_50	YWHAH	Q04917	/data/Dutta_lab/aric/EA/SeqId_4707_50.PHENO1.glm.linear	22	31944522	ARIC
SeqId_4708_3	HSD17B1	P14061	/data/Dutta_lab/aric/EA/SeqId_4708_3.PHENO1.glm.linear	17	42549214	ARIC
SeqId_4712_28	APOD	P05090	/data/Dutta_lab/aric/EA/SeqId_4712_28.PHENO1.glm.linear	3	195583940	ARIC
SeqId_4717_55	IL3	P08700	/data/Dutta_lab/aric/EA/SeqId_4717_55.PHENO1.glm.linear	5	132060655	ARIC
SeqId_4718_5	PPIB	P23284	/data/Dutta_lab/aric/EA/SeqId_4718_5.PHENO1.glm.linear	15	64163006	ARIC
SeqId_4719_58	PDIA3	P30101	/data/Dutta_lab/aric/EA/SeqId_4719_58.PHENO1.glm.linear	15	43746410	ARIC
SeqId_4721_54	TFF3	Q07654	/data/Dutta_lab/aric/EA/SeqId_4721_54.PHENO1.glm.linear	21	42313686	ARIC
SeqId_4763_31	AFM	P43652	/data/Dutta_lab/aric/EA/SeqId_4763_31.PHENO1.glm.linear	4	73481745	ARIC
SeqId_4769_10	OLFM4	Q6UX06	/data/Dutta_lab/aric/EA/SeqId_4769_10.PHENO1.glm.linear	13	53028813	ARIC
SeqId_4771_10	SMPDL3A	Q92484	/data/Dutta_lab/aric/EA/SeqId_4771_10.PHENO1.glm.linear	6	122789049	ARIC
SeqId_4775_34	GSN	P06396	/data/Dutta_lab/aric/EA/SeqId_4775_34.PHENO1.glm.linear	9	121207794	ARIC
SeqId_4785_30	SERPINA6	P08185	/data/Dutta_lab/aric/EA/SeqId_4785_30.PHENO1.glm.linear	14	94323319	ARIC
SeqId_4801_13	LPO	P22079	/data/Dutta_lab/aric/EA/SeqId_4801_13.PHENO1.glm.linear	17	58218548	ARIC
SeqId_4807_13	COL8A1	P27658	/data/Dutta_lab/aric/EA/SeqId_4807_13.PHENO1.glm.linear	3	99638475	ARIC
SeqId_4811_33	ITIH4	Q14624	/data/Dutta_lab/aric/EA/SeqId_4811_33.PHENO1.glm.linear	3	52814212	ARIC
SeqId_4829_43	SFN	P31947	/data/Dutta_lab/aric/EA/SeqId_4829_43.PHENO1.glm.linear	1	26863149	ARIC
SeqId_4831_4	SELL	P14151	/data/Dutta_lab/aric/EA/SeqId_4831_4.PHENO1.glm.linear	1	169703329	ARIC
SeqId_4832_75	TNFRSF10A	O00220	/data/Dutta_lab/aric/EA/SeqId_4832_75.PHENO1.glm.linear	8	23197273	ARIC
SeqId_4834_61	EPHA2	P29317	/data/Dutta_lab/aric/EA/SeqId_4834_61.PHENO1.glm.linear	1	16133562	ARIC
SeqId_4840_73	CSF3	P09919	/data/Dutta_lab/aric/EA/SeqId_4840_73.PHENO1.glm.linear	17	40015361	ARIC
SeqId_4851_25	IL1A	P01583	/data/Dutta_lab/aric/EA/SeqId_4851_25.PHENO1.glm.linear	2	112784493	ARIC
SeqId_4862_63	BMPR2	Q13873	/data/Dutta_lab/aric/EA/SeqId_4862_63.PHENO1.glm.linear	2	202376327	ARIC
SeqId_4866_59	NTRK2	Q16620	/data/Dutta_lab/aric/EA/SeqId_4866_59.PHENO1.glm.linear	9	84668551	ARIC
SeqId_4867_15	VEGFA	P15692	/data/Dutta_lab/aric/EA/SeqId_4867_15.PHENO1.glm.linear	6	43770184	ARIC
SeqId_4874_3	ANG	P03950	/data/Dutta_lab/aric/EA/SeqId_4874_3.PHENO1.glm.linear	14	20684177	ARIC
SeqId_4878_3	F10	P00742	/data/Dutta_lab/aric/EA/SeqId_4878_3.PHENO1.glm.linear	13	113122799	ARIC
SeqId_4880_21	GDF2	Q9UK05	/data/Dutta_lab/aric/EA/SeqId_4880_21.PHENO1.glm.linear	10	47322454	ARIC
SeqId_4883_56	INS	P01308	/data/Dutta_lab/aric/EA/SeqId_4883_56.PHENO1.glm.linear	11	2160971	ARIC
SeqId_4886_3	CCL7	P80098	/data/Dutta_lab/aric/EA/SeqId_4886_3.PHENO1.glm.linear	17	34270221	ARIC
SeqId_4889_82	WNT7A	O00755	/data/Dutta_lab/aric/EA/SeqId_4889_82.PHENO1.glm.linear	3	13875113	ARIC
SeqId_4890_10	POMC	P01189	/data/Dutta_lab/aric/EA/SeqId_4890_10.PHENO1.glm.linear	2	25168571	ARIC
SeqId_4891_50	GCG	P01275	/data/Dutta_lab/aric/EA/SeqId_4891_50.PHENO1.glm.linear	2	162144415	ARIC
SeqId_4900_8	C3	P01024	/data/Dutta_lab/aric/EA/SeqId_4900_8.PHENO1.glm.linear	19	6678330	ARIC
SeqId_4904_7	CASP2	P42575	/data/Dutta_lab/aric/EA/SeqId_4904_7.PHENO1.glm.linear	7	143288215	ARIC
SeqId_4905_63	COTL1	Q14019	/data/Dutta_lab/aric/EA/SeqId_4905_63.PHENO1.glm.linear	16	84577096	ARIC
SeqId_4906_35	F5	P12259	/data/Dutta_lab/aric/EA/SeqId_4906_35.PHENO1.glm.linear	1	169515745	ARIC
SeqId_4908_6	ENG	P17813	/data/Dutta_lab/aric/EA/SeqId_4908_6.PHENO1.glm.linear	9	127824405	ARIC
SeqId_4909_68	LGALS8	O00214	/data/Dutta_lab/aric/EA/SeqId_4909_68.PHENO1.glm.linear	1	236518000	ARIC
SeqId_4910_21	PLA2G1B	P04054	/data/Dutta_lab/aric/EA/SeqId_4910_21.PHENO1.glm.linear	12	120326093	ARIC
SeqId_4911_49	GSTP1	P09211	/data/Dutta_lab/aric/EA/SeqId_4911_49.PHENO1.glm.linear	11	67583742	ARIC
SeqId_4912_17	GOT1	P17174	/data/Dutta_lab/aric/EA/SeqId_4912_17.PHENO1.glm.linear	10	99403749	ARIC
SeqId_4913_78	CCL16	O15467	/data/Dutta_lab/aric/EA/SeqId_4913_78.PHENO1.glm.linear	17	35978263	ARIC
SeqId_4916_2	IGHD  IGK@ IGL@	P01880	/data/Dutta_lab/aric/EA/SeqId_4916_2.PHENO1.glm.linear	14	105845677	ARIC
SeqId_4922_13	CCL19	Q99731	/data/Dutta_lab/aric/EA/SeqId_4922_13.PHENO1.glm.linear	9	34690238	ARIC
SeqId_4923_79	AMH	P03971	/data/Dutta_lab/aric/EA/SeqId_4923_79.PHENO1.glm.linear	19	2249309	ARIC
SeqId_4924_32	MMP1	P03956	/data/Dutta_lab/aric/EA/SeqId_4924_32.PHENO1.glm.linear	11	102798160	ARIC
SeqId_4925_54	MMP13	P45452	/data/Dutta_lab/aric/EA/SeqId_4925_54.PHENO1.glm.linear	11	102955705	ARIC
SeqId_4929_55	SHBG	P04278	/data/Dutta_lab/aric/EA/SeqId_4929_55.PHENO1.glm.linear	17	7613946	ARIC
SeqId_4930_21	STC1	P52823	/data/Dutta_lab/aric/EA/SeqId_4930_21.PHENO1.glm.linear	8	23854311	ARIC
SeqId_4931_59	F3	P13726	/data/Dutta_lab/aric/EA/SeqId_4931_59.PHENO1.glm.linear	1	94536164	ARIC
SeqId_4956_2	EREG	O14944	/data/Dutta_lab/aric/EA/SeqId_4956_2.PHENO1.glm.linear	4	74365145	ARIC
SeqId_4959_2	AGR2	O95994	/data/Dutta_lab/aric/EA/SeqId_4959_2.PHENO1.glm.linear	7	16801196	ARIC
SeqId_4960_72	ANXA1	P04083	/data/Dutta_lab/aric/EA/SeqId_4960_72.PHENO1.glm.linear	9	73151865	ARIC
SeqId_4961_17	ANXA2	P07355	/data/Dutta_lab/aric/EA/SeqId_4961_17.PHENO1.glm.linear	15	60351553	ARIC
SeqId_4962_52	CDNF	Q49AH0	/data/Dutta_lab/aric/EA/SeqId_4962_52.PHENO1.glm.linear	10	14828205	ARIC
SeqId_4963_19	ARPP19	P56211	/data/Dutta_lab/aric/EA/SeqId_4963_19.PHENO1.glm.linear	15	52557053	ARIC
SeqId_4964_67	ERAP1	Q9NZ08	/data/Dutta_lab/aric/EA/SeqId_4964_67.PHENO1.glm.linear	5	96781181	ARIC
SeqId_4965_27	ATP5B	P06576	/data/Dutta_lab/aric/EA/SeqId_4965_27.PHENO1.glm.linear	12	56639418	ARIC
SeqId_4967_1	C1QBP	Q07021	/data/Dutta_lab/aric/EA/SeqId_4967_1.PHENO1.glm.linear	17	5433853	ARIC
SeqId_4968_50	CAPG	P40121	/data/Dutta_lab/aric/EA/SeqId_4968_50.PHENO1.glm.linear	2	85398352	ARIC
SeqId_4969_2	CA1	P00915	/data/Dutta_lab/aric/EA/SeqId_4969_2.PHENO1.glm.linear	8	85337212	ARIC
SeqId_4970_55	CA2	P00918	/data/Dutta_lab/aric/EA/SeqId_4970_55.PHENO1.glm.linear	8	85463968	ARIC
SeqId_4971_1	CTSZ	Q9UBR2	/data/Dutta_lab/aric/EA/SeqId_4971_1.PHENO1.glm.linear	20	59006426	ARIC
SeqId_4973_18	BIRC3	Q13489	/data/Dutta_lab/aric/EA/SeqId_4973_18.PHENO1.glm.linear	11	102317450	ARIC
SeqId_4976_57	CRK	P46108	/data/Dutta_lab/aric/EA/SeqId_4976_57.PHENO1.glm.linear	17	1456149	ARIC
SeqId_4978_54	DBNL	Q9UJU6	/data/Dutta_lab/aric/EA/SeqId_4978_54.PHENO1.glm.linear	7	44044640	ARIC
SeqId_4979_34	DPT	Q07507	/data/Dutta_lab/aric/EA/SeqId_4979_34.PHENO1.glm.linear	1	168729206	ARIC
SeqId_4981_6	DSC3	Q14574	/data/Dutta_lab/aric/EA/SeqId_4981_6.PHENO1.glm.linear	18	31006918	ARIC
SeqId_4982_54	PI3	P19957	/data/Dutta_lab/aric/EA/SeqId_4982_54.PHENO1.glm.linear	20	45174902	ARIC
SeqId_4984_83	ESD	P10768	/data/Dutta_lab/aric/EA/SeqId_4984_83.PHENO1.glm.linear	13	46784350	ARIC
SeqId_4985_11	FABP5	Q01469	/data/Dutta_lab/aric/EA/SeqId_4985_11.PHENO1.glm.linear	8	81280536	ARIC
SeqId_4986_59	PTK2	Q05397	/data/Dutta_lab/aric/EA/SeqId_4986_59.PHENO1.glm.linear	8	140663084	ARIC
SeqId_4987_17	FCAR	P24071	/data/Dutta_lab/aric/EA/SeqId_4987_17.PHENO1.glm.linear	19	54874235	ARIC
SeqId_4988_49	FGFR4	P22455	/data/Dutta_lab/aric/EA/SeqId_4988_49.PHENO1.glm.linear	5	177086905	ARIC
SeqId_4989_7	FGG	P02679	/data/Dutta_lab/aric/EA/SeqId_4989_7.PHENO1.glm.linear	4	154609843	ARIC
SeqId_4990_87	GP1BA	P07359	/data/Dutta_lab/aric/EA/SeqId_4990_87.PHENO1.glm.linear	17	4932277	ARIC
SeqId_4991_12	GPC5	P78333	/data/Dutta_lab/aric/EA/SeqId_4991_12.PHENO1.glm.linear	13	91398621	ARIC
SeqId_4992_49	GRN	P28799	/data/Dutta_lab/aric/EA/SeqId_4992_49.PHENO1.glm.linear	17	44345246	ARIC
SeqId_4993_16	GSTA3	Q16772	/data/Dutta_lab/aric/EA/SeqId_4993_16.PHENO1.glm.linear	6	52905822	ARIC
SeqId_4995_16	HPGD	P15428	/data/Dutta_lab/aric/EA/SeqId_4995_16.PHENO1.glm.linear	4	174493461	ARIC
SeqId_4996_66	HRG	P04196	/data/Dutta_lab/aric/EA/SeqId_4996_66.PHENO1.glm.linear	3	186660216	ARIC
SeqId_4997_19	EIF4A3	P38919	/data/Dutta_lab/aric/EA/SeqId_4997_19.PHENO1.glm.linear	17	80136322	ARIC
SeqId_5000_52	LGALS3BP	Q08380	/data/Dutta_lab/aric/EA/SeqId_5000_52.PHENO1.glm.linear	17	78974796	ARIC
SeqId_5001_6	SCGB2A1	O75556	/data/Dutta_lab/aric/EA/SeqId_5001_6.PHENO1.glm.linear	11	62208673	ARIC
SeqId_5002_76	MMP14	P50281	/data/Dutta_lab/aric/EA/SeqId_5002_76.PHENO1.glm.linear	14	22836560	ARIC
SeqId_5004_69	MAPK11	Q15759	/data/Dutta_lab/aric/EA/SeqId_5004_69.PHENO1.glm.linear	22	50270380	ARIC
SeqId_5005_4	MAPK12	P53778	/data/Dutta_lab/aric/EA/SeqId_5005_4.PHENO1.glm.linear	22	50256153	ARIC
SeqId_5006_71	MAPK13	O15264	/data/Dutta_lab/aric/EA/SeqId_5006_71.PHENO1.glm.linear	6	36127809	ARIC
SeqId_5007_1	MAPK14	Q16539	/data/Dutta_lab/aric/EA/SeqId_5007_1.PHENO1.glm.linear	6	36027677	ARIC
SeqId_5008_51	SOD2	P04179	/data/Dutta_lab/aric/EA/SeqId_5008_51.PHENO1.glm.linear	6	159688348	ARIC
SeqId_5011_11	NAMPT	P43490	/data/Dutta_lab/aric/EA/SeqId_5011_11.PHENO1.glm.linear	7	106253618	ARIC
SeqId_5012_67	AK1	P00568	/data/Dutta_lab/aric/EA/SeqId_5012_67.PHENO1.glm.linear	9	127872713	ARIC
SeqId_5013_2	CLIC1	O00299	/data/Dutta_lab/aric/EA/SeqId_5013_2.PHENO1.glm.linear	6	31736545	ARIC
SeqId_5014_49	NCK1	P16333	/data/Dutta_lab/aric/EA/SeqId_5014_49.PHENO1.glm.linear	3	136862208	ARIC
SeqId_5015_15	PLA2G7	Q13093	/data/Dutta_lab/aric/EA/SeqId_5015_15.PHENO1.glm.linear	6	46735375	ARIC
SeqId_5017_19	PRDX5	P30044	/data/Dutta_lab/aric/EA/SeqId_5017_19.PHENO1.glm.linear	11	64318121	ARIC
SeqId_5018_68	PRDX6	P30041	/data/Dutta_lab/aric/EA/SeqId_5018_68.PHENO1.glm.linear	1	173477330	ARIC
SeqId_5019_16	UCHL1	P09936	/data/Dutta_lab/aric/EA/SeqId_5019_16.PHENO1.glm.linear	4	41256413	ARIC
SeqId_5021_13	PPA1	Q15181	/data/Dutta_lab/aric/EA/SeqId_5021_13.PHENO1.glm.linear	10	70210250	ARIC
SeqId_5023_23	ADSL	P30566	/data/Dutta_lab/aric/EA/SeqId_5023_23.PHENO1.glm.linear	22	40346500	ARIC
SeqId_5024_67	RB1	P06400	/data/Dutta_lab/aric/EA/SeqId_5024_67.PHENO1.glm.linear	13	48303726	ARIC
SeqId_5026_66	RPS3	P23396	/data/Dutta_lab/aric/EA/SeqId_5026_66.PHENO1.glm.linear	11	75399515	ARIC
SeqId_5028_59	CD163	Q86VB7	/data/Dutta_lab/aric/EA/SeqId_5028_59.PHENO1.glm.linear	12	7471936	ARIC
SeqId_5029_3	FAP	Q12884	/data/Dutta_lab/aric/EA/SeqId_5029_3.PHENO1.glm.linear	2	162173781	ARIC
SeqId_5030_52	SIRT2	Q8IXJ6	/data/Dutta_lab/aric/EA/SeqId_5030_52.PHENO1.glm.linear	19	38880153	ARIC
SeqId_5031_10	SPTAN1	Q13813	/data/Dutta_lab/aric/EA/SeqId_5031_10.PHENO1.glm.linear	9	128552558	ARIC
SeqId_5032_64	SSRP1	Q08945	/data/Dutta_lab/aric/EA/SeqId_5032_64.PHENO1.glm.linear	11	57330927	ARIC
SeqId_5033_27	TPM1	P09493	/data/Dutta_lab/aric/EA/SeqId_5033_27.PHENO1.glm.linear	15	63042632	ARIC
SeqId_5034_79	PRSS2	P07478	/data/Dutta_lab/aric/EA/SeqId_5034_79.PHENO1.glm.linear	7	142760398	ARIC
SeqId_5035_7	TYMS	P04818	/data/Dutta_lab/aric/EA/SeqId_5035_7.PHENO1.glm.linear	18	657653	ARIC
SeqId_5036_50	TNFAIP6	P98066	/data/Dutta_lab/aric/EA/SeqId_5036_50.PHENO1.glm.linear	2	151357592	ARIC
SeqId_5060_62	CD274	Q9NZQ7	/data/Dutta_lab/aric/EA/SeqId_5060_62.PHENO1.glm.linear	9	5450503	ARIC
SeqId_5061_27	ICOSLG	O75144	/data/Dutta_lab/aric/EA/SeqId_5061_27.PHENO1.glm.linear	21	44230089	ARIC
SeqId_5062_60	CD226	Q15762	/data/Dutta_lab/aric/EA/SeqId_5062_60.PHENO1.glm.linear	18	69895809	ARIC
SeqId_5063_12	CD244	Q9BZW8	/data/Dutta_lab/aric/EA/SeqId_5063_12.PHENO1.glm.linear	1	160839165	ARIC
SeqId_5065_8	CD83	Q01151	/data/Dutta_lab/aric/EA/SeqId_5065_8.PHENO1.glm.linear	6	14117256	ARIC
SeqId_5066_134	CD300C	Q08708	/data/Dutta_lab/aric/EA/SeqId_5066_134.PHENO1.glm.linear	17	74546115	ARIC
SeqId_5069_9	CD55	P08174	/data/Dutta_lab/aric/EA/SeqId_5069_9.PHENO1.glm.linear	1	207321376	ARIC
SeqId_5070_76	TNFRSF6B	O95407	/data/Dutta_lab/aric/EA/SeqId_5070_76.PHENO1.glm.linear	20	63696652	ARIC
SeqId_5076_53	EPHA10	Q5JZY3	/data/Dutta_lab/aric/EA/SeqId_5076_53.PHENO1.glm.linear	1	37715020	ARIC
SeqId_5078_82	EPHB6	O15197	/data/Dutta_lab/aric/EA/SeqId_5078_82.PHENO1.glm.linear	7	142855061	ARIC
SeqId_5085_18	IL20RA	Q9UHF4	/data/Dutta_lab/aric/EA/SeqId_5085_18.PHENO1.glm.linear	6	137044248	ARIC
SeqId_5087_5	IL22RA2	Q969J5	/data/Dutta_lab/aric/EA/SeqId_5087_5.PHENO1.glm.linear	6	137173644	ARIC
SeqId_5088_175	IL23R	Q5VWK5	/data/Dutta_lab/aric/EA/SeqId_5088_175.PHENO1.glm.linear	1	67138907	ARIC
SeqId_5089_11	IL7R	P16871	/data/Dutta_lab/aric/EA/SeqId_5089_11.PHENO1.glm.linear	5	35852695	ARIC
SeqId_5090_49	LILRB1	Q8NHL6	/data/Dutta_lab/aric/EA/SeqId_5090_49.PHENO1.glm.linear	19	54617158	ARIC
SeqId_5091_28	LILRB2	Q8N423	/data/Dutta_lab/aric/EA/SeqId_5091_28.PHENO1.glm.linear	19	54278544	ARIC
SeqId_5092_51	JAG1	P78504	/data/Dutta_lab/aric/EA/SeqId_5092_51.PHENO1.glm.linear	20	10641276	ARIC
SeqId_5093_47	JAG2	Q9Y219	/data/Dutta_lab/aric/EA/SeqId_5093_47.PHENO1.glm.linear	14	105147358	ARIC
SeqId_5094_62	AMICA1	Q86YT9	/data/Dutta_lab/aric/EA/SeqId_5094_62.PHENO1.glm.linear	11	118205390	ARIC
SeqId_5095_21	KIR2DL4	Q99706	/data/Dutta_lab/aric/EA/SeqId_5095_21.PHENO1.glm.linear	19	54803535	ARIC
SeqId_5096_51	KIR3DL2	P43630	/data/Dutta_lab/aric/EA/SeqId_5096_51.PHENO1.glm.linear	19	54850443	ARIC
SeqId_5098_79	KLRF1	Q9NZS2	/data/Dutta_lab/aric/EA/SeqId_5098_79.PHENO1.glm.linear	12	9827481	ARIC
SeqId_5100_53	SCARB2	Q14108	/data/Dutta_lab/aric/EA/SeqId_5100_53.PHENO1.glm.linear	4	76163457	ARIC
SeqId_5102_55	MICB	Q29980	/data/Dutta_lab/aric/EA/SeqId_5102_55.PHENO1.glm.linear	6	31494881	ARIC
SeqId_5103_30	CD200R1	Q8TD46	/data/Dutta_lab/aric/EA/SeqId_5103_30.PHENO1.glm.linear	3	112974912	ARIC
SeqId_5105_2	RTN4R	Q9BZR6	/data/Dutta_lab/aric/EA/SeqId_5105_2.PHENO1.glm.linear	22	20243684	ARIC
SeqId_5106_52	NOTCH2	Q04721	/data/Dutta_lab/aric/EA/SeqId_5106_52.PHENO1.glm.linear	1	119923905	ARIC
SeqId_5107_7	NOTCH1	P46531	/data/Dutta_lab/aric/EA/SeqId_5107_7.PHENO1.glm.linear	9	136504845	ARIC
SeqId_5108_72	NOTCH3	Q9UM47	/data/Dutta_lab/aric/EA/SeqId_5108_72.PHENO1.glm.linear	19	15165967	ARIC
SeqId_5109_24	NRCAM	Q92823	/data/Dutta_lab/aric/EA/SeqId_5109_24.PHENO1.glm.linear	7	108156637	ARIC
SeqId_5110_84	NRXN1	P58400	/data/Dutta_lab/aric/EA/SeqId_5110_84.PHENO1.glm.linear	2	49973939	ARIC
SeqId_5111_15	NRXN3	Q9HDB5	/data/Dutta_lab/aric/EA/SeqId_5111_15.PHENO1.glm.linear	14	78170373	ARIC
